user_id,total_listens,daily_listen_rate,night_listen_ratio,artist_diversity,tenure_days,churn_risk_percent
38167,206,8.58,0.1796,0.1311,24,0.76
42389,125,5.43,0.664,0.576,23,0.76
32901,726,25.93,0.3678,0.1694,28,0.76
44636,139,5.15,0.0647,0.3094,27,0.76
48551,88,3.14,0.1818,0.5795,28,0.99
88883,970,40.42,0.0,0.2216,24,0.72
8709,398,14.21,0.0829,0.593,28,0.76
59562,154,5.5,0.2143,0.3247,28,0.76
51531,170,7.39,0.0176,0.1176,23,0.76
87713,474,31.6,0.0,0.1329,15,6.83
67646,214,7.64,0.0467,0.4766,28,0.76
93430,38,38.0,1.0,0.9737,1,44.38
92282,183,7.63,0.1475,0.5792,24,0.76
33260,258,7.59,0.2636,0.2132,34,1.14
46697,37,1.76,0.1622,0.7568,21,1.44
63659,10,10.0,0.0,0.5,1,48.81
53,57,2.19,0.0,0.7018,26,1.03
90626,890,13.48,0.3876,0.2831,66,1.36
33798,12,12.0,1.0,0.8333,1,50.14
35618,129,7.59,0.7364,0.4419,17,0.76
54039,97,4.04,0.1959,0.7629,24,0.87
35261,31,1.41,0.0,0.4194,22,2.15
85950,40,1.9,0.1,0.225,21,1.44
37791,100,100.0,0.0,0.24,1,39.35
41420,547,19.54,0.0311,0.1664,28,0.76
89153,18159,3.57,0.2236,0.186,5088,1.8
89013,33,2.2,0.0,0.5152,15,7.51
34999,195,13.93,0.2154,0.5179,14,7.63
67246,101,14.43,0.6832,0.2277,7,25.67
22094,62,2.48,0.629,0.4516,25,1.07
92121,92984,13.69,0.1894,0.0724,6793,1.74
92059,91,10.11,0.0659,0.1319,9,28.64
91697,88624,15.12,0.4977,0.0891,5863,1.74
51043,100,5.56,0.14,0.51,18,0.8
32089,133,1.77,0.0,0.188,75,1.73
4668,310024,53.01,0.2502,0.0211,5848,1.74
86426,34,1.21,0.3235,0.5588,28,2.17
78793,79,79.0,0.9241,0.3544,1,46.16
10033,328,12.62,0.5945,0.0396,26,0.76
93510,160,11.43,0.1,0.1438,14,6.95
50527,520,18.57,0.4981,0.0154,28,0.76
67167,167,5.96,0.3533,0.1737,28,0.76
43400,2,0.29,0.0,0.5,7,42.37
37627,50,3.85,0.46,0.2,13,35.99
33693,12,12.0,1.0,0.0833,1,49.86
26077,19,3.17,0.0,0.1579,6,42.07
21943,431,15.39,0.0,0.0719,28,0.72
26298,198,7.07,0.0909,0.0606,28,0.76
33789,53,53.0,0.0,0.4528,1,38.59
87581,12,12.0,0.0,0.5,1,48.81
88984,1,1.0,1.0,1.0,1,54.88
78388,3,0.38,0.6667,1.0,8,40.35
61198,31,2.07,0.0645,0.7742,15,7.93
86160,72,4.24,0.4028,0.25,17,0.87
22848,6,0.22,0.0,0.1667,27,2.83
85519,1,1.0,0.0,1.0,1,54.16
89761,1,1.0,0.0,1.0,1,54.16
54361,21,21.0,0.0,0.0952,1,45.97
40012,8,8.0,0.875,0.375,1,47.74
94150,1,1.0,1.0,1.0,1,54.88
87881,1,1.0,0.0,1.0,1,54.16
24970,2,2.0,0.0,0.5,1,51.7
94304,2,2.0,0.0,1.0,1,53.79
88191,1,1.0,0.0,1.0,1,54.16
87523,9,9.0,0.0,0.2222,1,45.59
59249,2,0.67,0.0,1.0,3,50.98
93891,3,3.0,1.0,0.3333,1,48.96
27222,10,10.0,0.0,0.1,1,46.62
89060,1,1.0,0.0,1.0,1,54.16
93097,9,9.0,0.7778,0.2222,1,46.17
32796,1,1.0,0.0,1.0,1,54.16
11617,2792,96.28,0.6504,0.3438,29,0.76
23365,1553,55.46,0.0683,0.4231,28,0.76
67257,645,23.04,0.0093,0.2093,28,0.76
76318,872,31.14,0.3555,0.305,28,0.76
30492,1304,43.47,0.2546,0.1633,30,0.76
37112,413,14.75,0.1719,0.5375,28,0.76
76736,134,4.79,0.2463,0.6269,28,0.76
86444,2792,111.68,0.4019,0.4176,25,0.76
285,8660,298.62,0.3391,0.2024,29,0.8
27127,143,5.72,0.2448,0.1818,25,0.76
45216,4929,169.97,0.424,0.0503,29,0.8
51117,2754,98.36,0.5784,0.5556,28,0.76
57194,1695,60.54,0.1168,0.1357,28,0.76
86582,571,21.15,0.2259,0.2504,27,0.76
3690,339,12.11,0.4071,0.5634,28,0.76
38382,217,7.0,0.1475,0.6406,31,0.76
54453,3877,138.46,0.1362,0.2332,28,0.8
57224,375,13.39,0.1653,0.3893,28,0.76
34150,2132,76.14,0.2753,0.0521,28,0.76
46578,2321,80.03,0.6424,0.221,29,0.76
31632,1688,60.29,0.3098,0.1339,28,0.76
31832,499,17.82,0.1162,0.2305,28,0.76
46063,690,23.79,0.1101,0.4029,29,0.76
76624,494,17.64,0.3785,0.1316,28,0.76
26047,248,9.19,0.5806,0.0282,27,0.76
58139,347,17.35,0.0,0.121,20,0.72
87486,335,11.96,0.5522,0.2119,28,0.76
42677,569,20.32,0.2478,0.1986,28,0.76
89461,1168,53.09,0.2937,0.3639,22,0.76
45367,544,19.43,0.1029,0.2721,28,0.76
20787,179,8.14,0.1564,0.648,22,0.76
57984,1245,44.46,0.012,0.3968,28,0.76
28643,965,34.46,0.3575,0.3223,28,0.76
32219,609,21.75,0.4269,0.647,28,0.76
32859,366,14.08,0.235,0.2596,26,0.76
42344,2853,98.38,0.5661,0.3807,29,0.76
66497,464,17.85,0.4547,0.2241,26,0.76
18550,57,2.28,0.3509,0.8772,25,1.07
30132,353,12.61,0.119,0.4504,28,0.76
34771,1458,52.07,0.0933,0.1776,28,0.76
38769,620,22.14,0.1065,0.2935,28,0.76
23008,928,33.14,0.4871,0.278,28,0.76
43034,132,4.71,0.3712,0.25,28,0.76
69137,344,12.74,0.2151,0.189,27,0.76
59300,1485,53.04,0.0215,0.0949,28,0.76
61929,470,23.5,0.1085,0.3319,20,0.76
80074,797,23.44,0.2999,0.3463,34,1.14
83586,382,13.64,0.3691,0.377,28,0.76
88481,21,1.91,0.0952,0.8571,11,36.46
85990,984,35.14,0.2449,0.1931,28,0.76
60057,65,3.1,0.0154,0.1846,21,1.07
81989,387,13.82,0.6253,0.1525,28,0.76
36575,990,35.36,0.0162,0.4869,28,0.76
11284,259,9.59,0.0347,0.1081,27,0.76
25558,1472,50.76,0.4565,0.2561,29,0.76
13659,471,23.55,0.4395,0.242,20,0.76
20094,2775,99.11,0.1171,0.0364,28,0.76
59971,604,21.57,0.8626,0.2765,28,0.76
31775,81,2.89,0.0,0.6296,28,0.95
40851,365,13.04,0.3205,0.2959,28,0.76
25604,811,17.26,0.0654,0.164,47,1.36
35291,39,1.63,0.4872,0.8462,24,1.44
41405,394,14.07,0.4569,0.5685,28,0.76
9990,729,26.04,0.0576,0.3347,28,0.76
81842,101,4.59,0.7723,0.396,22,0.8
29300,9,9.0,0.0,0.2222,1,45.59
60035,265,9.46,0.0,0.2868,28,0.72
4962,843,38.32,0.032,0.2942,22,0.76
8085,514,18.36,0.6128,0.2082,28,0.76
15095,1063,37.96,0.3358,0.0564,28,0.76
46490,680,24.29,0.3,0.325,28,0.76
89773,1004,52.84,0.0767,0.0279,19,0.76
41168,312,11.14,0.2436,0.3846,28,0.76
82402,58,3.87,0.0,0.6034,15,7.91
64323,138,19.71,0.1087,0.3261,7,24.24
245,585,17.73,0.2684,0.1983,33,1.14
92216,67047,25.89,0.3284,0.1043,2590,1.74
93455,1,1.0,0.0,1.0,1,54.16
33143,245,11.67,0.0,0.2,21,0.72
21651,164,6.07,0.3537,0.2378,27,0.76
90556,54,0.95,0.037,0.9074,57,13.41
90601,6,6.0,1.0,1.0,1,54.06
25809,461,16.46,0.2126,0.1193,28,0.76
91239,47860,19.64,0.3973,0.1122,2437,1.74
28674,170,6.8,0.0941,0.7235,25,0.76
36135,201,7.18,0.0,0.4328,28,0.72
29622,277,10.65,0.148,0.2599,26,0.76
75292,132,5.08,0.5152,0.2045,26,0.76
19565,86,86.0,0.0,0.0698,1,46.61
52701,32316,4.67,0.3094,0.1195,6924,1.74
17049,235,8.7,0.1021,0.0553,27,0.76
22885,49,3.06,1.0,0.2449,16,12.91
29311,22,2.75,0.6364,0.6364,8,35.72
32233,188,7.23,0.0,0.0426,26,0.72
51225,57,2.19,0.6667,0.807,26,1.07
94212,2,2.0,0.0,1.0,1,53.79
93116,25,6.25,0.04,0.64,4,42.45
75182,83,2.31,0.6024,0.7952,36,1.7
40645,920,31.72,0.4054,0.1728,29,0.76
55691,62,4.77,0.4355,0.9194,13,30.36
91789,878,87.8,0.0626,0.0273,10,27.32
86384,162,7.71,0.6975,0.1543,21,0.76
78055,46,7.67,0.0,0.2609,6,38.19
76133,18,0.72,0.0,0.2778,25,2.43
83580,43,3.91,0.7674,0.186,11,36.28
42996,97,8.08,0.9381,0.0928,12,27.12
79261,1,1.0,0.0,1.0,1,54.16
40461,14,0.82,0.0,0.3571,17,2.43
27210,7,0.29,0.4286,0.5714,24,2.46
35163,18,2.0,0.2222,0.7222,9,36.64
23575,52,2.6,0.2308,0.1731,20,1.07
92798,3,0.6,0.0,0.6667,5,46.12
86154,20,0.71,0.45,0.15,28,2.45
88869,5,5.0,0.0,0.4,1,50.15
94374,7,7.0,1.0,0.7143,1,49.81
90115,1,1.0,1.0,1.0,1,54.88
76993,4,0.27,1.0,1.0,15,14.39
53851,5,2.5,0.0,1.0,2,51.88
55629,82,4.82,0.1585,0.0366,17,0.87
49568,1,1.0,0.0,1.0,1,54.16
19625,32,32.0,0.3125,0.125,1,46.31
92557,1,1.0,0.0,1.0,1,54.16
52155,1,1.0,1.0,1.0,1,54.88
36929,31,31.0,0.5161,0.0323,1,49.72
7999,7,7.0,0.0,0.1429,1,46.31
77432,5,0.63,1.0,0.2,8,36.36
26645,1344,48.0,0.0,0.1116,28,0.72
26952,6597,21.14,0.0021,0.1475,312,1.4
33841,801,28.61,0.382,0.1074,28,0.76
36186,2083,74.39,0.4047,0.0725,28,0.76
55473,1356,48.43,0.0288,0.2434,28,0.76
18809,3629,125.14,0.4222,0.2775,29,0.8
17642,1224,43.71,0.4551,0.5531,28,0.76
18324,1711,61.11,0.1134,0.3781,28,0.76
47614,1026,36.64,0.0965,0.0828,28,0.76
44270,934,34.59,0.0225,0.1242,27,0.76
62276,100,3.7,0.79,0.56,27,0.87
74142,951,36.58,0.2461,0.0925,26,0.76
86741,782,28.96,0.4668,0.1982,27,0.76
39991,842,30.07,0.0914,0.3314,28,0.76
65228,811,30.04,0.4513,0.0801,27,0.76
28795,662,23.64,0.4713,0.3686,28,0.76
39260,810,28.93,0.0111,0.342,28,0.76
52025,1722,61.5,0.0116,0.3473,28,0.76
88559,808,12.43,0.3923,0.1658,65,1.36
74992,78,2.79,0.0,0.7564,28,0.95
74645,841,31.15,0.6064,0.113,27,0.76
74929,208,13.0,0.0433,0.625,16,7.39
86784,1107,39.54,0.4327,0.0976,28,0.76
11410,2350,83.93,0.2766,0.2519,28,0.76
40522,2122,73.17,0.263,0.0518,29,0.76
44904,606,21.64,0.0132,0.1287,28,0.76
14703,989,15.22,0.1598,0.3064,65,1.36
7832,1148,41.0,0.5732,0.2892,28,0.76
15129,464,16.57,0.2306,0.2823,28,0.76
39528,559,21.5,0.0,0.1735,26,0.72
25109,283,10.48,0.4947,0.106,27,0.76
2356,691,26.58,0.4819,0.3531,26,0.76
11552,2234,79.79,0.0318,0.2001,28,0.76
15170,1073,38.32,0.0168,0.6775,28,0.76
81130,1868,66.71,0.0766,0.3121,28,0.76
81216,690,24.64,0.1667,0.4333,28,0.76
81657,1335,51.35,0.1648,0.2772,26,0.76
87418,442,15.79,0.4729,0.2602,28,0.76
80500,864,30.86,0.3831,0.1852,28,0.76
87385,659,24.41,0.0167,0.3171,27,0.76
39815,171,24.43,0.0351,0.462,7,24.24
46638,588,21.78,0.4456,0.148,27,0.76
39534,309,12.88,0.3366,0.3592,24,0.76
26728,759,26.17,0.4387,0.0777,29,0.76
52731,235,8.7,0.0426,0.5787,27,0.76
35614,824,29.43,0.25,0.3143,28,0.76
41091,85,3.7,0.5647,0.5882,23,0.95
6719,1829,65.32,0.6927,0.0683,28,0.76
25917,12,0.75,0.4167,0.75,16,4.75
398,925,33.04,0.1286,0.4216,28,0.76
50332,37,2.31,0.1622,0.8649,16,7.26
46042,331,15.05,0.0544,0.3323,22,0.76
87641,1387,23.91,0.1983,0.3006,58,1.36
44386,148,5.69,0.4932,0.6892,26,0.76
31864,127,5.52,0.7559,0.2047,23,0.76
46345,149,9.93,0.5369,0.6309,15,6.96
88198,826,29.5,0.0557,0.3305,28,0.76
79839,558,22.32,0.5914,0.2509,25,0.76
89121,160,6.96,0.0625,0.2,23,0.76
78143,228,8.14,0.5395,0.4474,28,0.76
58724,94,4.7,0.0,0.3085,20,0.76
20838,831,30.78,0.0469,0.6173,27,0.76
31841,188,6.71,0.0,0.3936,28,0.72
44861,93,3.58,0.6129,0.1613,26,0.87
77751,437,15.07,0.2403,0.1625,29,0.76
80425,738,26.36,0.5027,0.4824,28,0.76
44657,130,7.22,0.1846,0.4923,18,0.76
83196,161,6.19,0.0559,0.4783,26,0.76
44411,462,16.5,0.2662,0.132,28,0.76
90547,233,14.56,0.0258,0.4034,16,6.99
14270,1281,45.75,0.0008,0.1116,28,0.76
27050,324,11.17,0.1327,0.5741,29,0.76
63338,440,15.71,0.1477,0.1477,28,0.76
29022,14632,12.93,0.3647,0.0547,1132,1.74
58782,877,31.32,0.0,0.1448,28,0.72
75790,356,17.8,0.6096,0.1938,20,0.76
9150,99,3.81,0.899,0.5556,26,0.87
82454,102,3.64,0.6471,0.8824,28,0.87
19978,111,4.63,0.3964,0.5676,24,0.8
89159,644,30.67,0.5186,0.1553,21,0.76
91863,239,23.9,0.5565,0.8033,10,24.06
78971,671,134.2,0.2385,0.1237,5,25.56
94247,87,87.0,0.069,0.4368,1,45.45
94182,93,93.0,0.5161,0.8817,1,37.56
52469,396,14.14,0.0404,0.1136,28,0.76
40311,13,0.87,0.0,0.3846,15,4.53
59740,52,4.0,0.0,0.0385,13,41.51
29426,430,15.36,0.0744,0.0302,28,0.76
92833,19,19.0,0.0,0.6842,1,46.89
35838,9,0.08,0.1111,1.0,120,23.46
7005,77,2.96,0.2468,0.3636,26,0.99
90273,12,0.86,0.0,0.75,14,4.75
40744,24,24.0,0.0,0.0417,1,48.5
68492,256,51.2,0.0,0.0117,5,30.22
8513,1,1.0,0.0,1.0,1,54.16
47749,58,2.32,0.8103,0.069,25,1.07
5428,3,3.0,0.0,1.0,1,50.02
72109,1,1.0,0.0,1.0,1,54.16
89717,1,1.0,0.0,1.0,1,54.16
36413,8,8.0,0.0,0.25,1,45.23
31941,3,3.0,0.0,0.6667,1,48.06
89359,1,1.0,0.0,1.0,1,54.16
23652,1,1.0,0.0,1.0,1,54.16
46204,1,1.0,0.0,1.0,1,54.16
93437,1,1.0,0.0,1.0,1,54.16
79257,1,1.0,0.0,1.0,1,54.16
122,633,23.44,0.0253,0.2417,27,0.76
40824,2815,100.54,0.3492,0.119,28,0.76
48996,6176,228.74,0.3586,0.2798,27,0.8
80819,984,35.14,0.4848,0.377,28,0.76
86057,326,12.07,0.0736,0.3926,27,0.76
86199,1296,48.0,0.1096,0.4838,27,0.76
10501,2051,70.72,0.7235,0.3257,29,0.76
24041,2190,78.21,0.1708,0.1616,28,0.76
24410,1165,41.61,0.5648,0.6412,28,0.76
26302,2062,73.64,0.1169,0.2599,28,0.76
34373,2783,99.39,0.2986,0.0676,28,0.76
46408,834,28.76,0.2962,0.2254,29,0.76
49875,971,34.68,0.3018,0.1802,28,0.76
60220,221,7.89,0.0,0.1493,28,0.72
37612,3670,131.07,0.297,0.0687,28,0.8
47595,1350,48.21,0.3296,0.1422,28,0.76
28720,2087,74.54,0.0206,0.3972,28,0.76
50100,852,30.43,0.4871,0.216,28,0.76
59963,1145,40.89,0.4821,0.2611,28,0.76
90085,843,35.13,0.1851,0.2349,24,0.76
27437,3770,134.64,0.0867,0.169,28,0.8
70699,505,18.7,0.7267,0.103,27,0.76
74057,1757,62.75,0.4303,0.1531,28,0.76
26258,5458,2.45,0.6587,0.1316,2225,1.81
26783,832,29.71,0.1022,0.4495,28,0.76
40013,38,1.73,0.5263,0.4474,22,1.44
83552,120,4.29,0.25,0.1167,28,0.76
90607,131692,21.86,0.3616,0.1102,6024,1.74
45376,164,6.56,0.622,0.5976,25,0.76
90774,488,34.86,0.0,0.3402,14,6.83
92171,59,0.17,0.2542,0.4576,344,11.9
40742,980,35.0,0.5214,0.3898,28,0.76
42963,387,14.88,0.0129,0.4987,26,0.76
92974,261,32.63,0.1303,0.3831,8,23.59
44378,775,26.72,0.6335,0.4516,29,0.76
37763,129,4.61,0.0,0.2558,28,0.72
42881,1101,42.35,0.247,0.0618,26,0.76
32193,399,14.25,0.2732,0.3434,28,0.76
32706,1641,58.61,0.532,0.2559,28,0.76
49436,281,10.04,0.1886,0.548,28,0.76
31930,59,2.68,0.3729,0.1525,22,1.07
58498,609,23.42,0.3284,0.2414,26,0.76
63341,2429,86.75,0.0268,0.147,28,0.76
23556,888,30.62,0.7421,0.143,29,0.76
31995,360,12.86,0.7222,0.2056,28,0.76
81814,526,18.14,0.0627,0.3593,29,0.76
84014,1310,45.17,0.4,0.4634,29,0.76
78279,350,12.07,0.4829,0.3343,29,0.76
85562,639,24.58,0.5336,0.1377,26,0.76
36230,458,16.36,0.1856,0.6921,28,0.76
69655,722,26.74,0.115,0.5457,27,0.76
42438,320,16.84,0.3844,0.5844,19,0.76
57824,805,29.81,0.0522,0.1006,27,0.76
31978,158,6.08,0.6519,0.4304,26,0.76
70525,325,11.61,0.3815,0.0923,28,0.76
54181,276,9.86,0.5254,0.3297,28,0.76
76406,1066,38.07,0.4137,0.1163,28,0.76
88201,163224,26.13,0.1255,0.0372,6247,1.74
57699,612,21.1,0.549,0.2941,29,0.76
53943,1656,59.14,0.0918,0.0779,28,0.76
82424,143,5.3,0.2937,0.0699,27,0.76
35306,1255,44.82,0.2072,0.192,28,0.76
82612,87,5.8,0.2644,0.7356,15,8.39
48182,225,9.78,0.0,0.3467,23,0.72
46780,250,9.26,0.0,0.152,27,0.72
67820,804,29.78,0.4813,0.2587,27,0.76
34910,482,20.96,0.9398,0.3734,23,0.76
28545,281,10.41,0.6833,0.3879,27,0.76
45762,149,12.42,0.1141,0.6913,12,24.55
41337,655,23.39,0.1298,0.1649,28,0.76
41588,268,9.93,0.0896,0.2127,27,0.76
89503,154904,49.59,0.4128,0.0791,3124,1.74
90232,278,16.35,0.5072,0.3201,17,0.76
91559,145,13.18,0.0897,0.4276,11,23.68
41851,465,51.67,0.0022,0.4086,9,23.59
89354,113,16.14,0.3186,0.1947,7,25.88
71913,50,3.85,0.04,0.38,13,35.87
33200,147,5.44,0.1293,0.2041,27,0.76
90272,11,0.92,0.0,0.7273,12,37.24
34387,19,1.27,0.0526,0.4737,15,4.66
31501,28,1.75,0.0,0.5357,16,7.33
44724,23,0.92,0.0435,0.5652,25,2.17
90640,103,6.87,0.3786,0.2524,15,6.55
56044,9,9.0,0.8889,0.3333,1,47.09
6222,12,1.5,0.1667,0.4167,8,38.2
41689,70,14.0,0.4571,0.3,5,31.43
93766,178,44.5,0.1461,0.6854,4,24.69
34283,83,3.95,0.3976,0.4337,21,0.95
70127,48,2.29,0.0,0.2083,21,1.58
8317,150,5.56,0.0667,0.1533,27,0.76
20036,45,1.67,0.3111,0.3778,27,1.44
42274,16,0.84,0.125,0.1875,19,2.45
61426,3,0.15,0.0,1.0,20,2.64
49524,355,17.75,0.5775,0.0197,20,0.76
67015,59,2.19,0.0508,0.7797,27,1.07
30939,273,10.11,0.3663,0.0513,27,0.76
78183,6,6.0,1.0,0.8333,1,50.92
24334,2,0.17,0.5,1.0,12,43.15
22446,32,32.0,0.0625,0.0625,1,47.68
88735,5,0.23,0.0,0.6,22,2.83
40821,3,3.0,0.0,1.0,1,50.02
93354,2,2.0,0.0,0.5,1,51.7
53850,2,2.0,0.0,0.5,1,51.7
51839,5,0.29,0.8,0.6,17,2.85
88301,1,1.0,1.0,1.0,1,54.88
117,1651,58.96,0.0872,0.3737,28,0.76
1077,4088,140.97,0.1881,0.0705,29,0.8
52222,438,15.64,0.0183,0.0708,28,0.76
15805,781,27.89,0.3086,0.283,28,0.76
59242,602,21.5,0.6163,0.3439,28,0.76
61275,1021,36.46,0.3379,0.1028,28,0.76
73594,1412,50.43,0.2118,0.0772,28,0.76
87842,8980,299.33,0.3771,0.1154,30,0.8
90549,533502,135.61,0.4626,0.0342,3934,1.74
26734,1992,71.14,0.5075,0.3845,28,0.76
30440,276,9.86,0.0725,0.6051,28,0.76
47239,13,6.5,1.0,0.8462,2,45.87
47282,2170,74.83,0.5562,0.1585,29,0.76
90194,11099,33.13,0.2293,0.1414,335,1.4
79241,1453,51.89,0.0688,0.4233,28,0.76
71803,600,21.43,0.9283,0.1283,28,0.76
84513,1975,70.54,0.1382,0.5904,28,0.76
14359,318,11.36,0.1792,0.0975,28,0.76
23927,814,28.07,0.6229,0.3722,29,0.76
41103,408,14.57,0.5319,0.1029,28,0.76
41746,4147,143.0,0.4148,0.1886,29,0.8
45053,557,20.63,0.1706,0.307,27,0.76
52105,697,24.89,0.0,0.4792,28,0.72
79800,120,5.45,0.1667,0.05,22,0.76
73360,1169,41.75,0.0642,0.3824,28,0.76
85013,130231,19.29,0.0333,0.1033,6750,1.74
37132,2823,100.82,0.0014,0.3351,28,0.76
91527,174,2.1,0.4023,0.4655,83,1.77
22163,674,25.92,0.4481,0.0964,26,0.76
92530,139,19.86,0.2302,0.446,7,24.24
1399,1944,88.36,0.3899,0.302,22,0.76
18160,931,33.25,0.0,0.1203,28,0.72
18282,2731,32.51,0.3804,0.152,84,1.36
29206,939,33.54,0.5282,0.2343,28,0.76
8456,1757,62.75,0.4781,0.3785,28,0.76
40004,504,18.0,0.4742,0.4306,28,0.76
54996,380,15.2,0.0421,0.45,25,0.76
42605,1385,49.46,0.5162,0.0924,28,0.76
11731,923,36.92,0.5482,0.3478,25,0.76
6390,1238,44.21,0.2811,0.1066,28,0.76
36321,177,6.56,0.4237,0.1469,27,0.76
76274,1032,36.86,0.0136,0.2926,28,0.76
84716,424,16.31,0.0071,0.4717,26,0.76
83074,379,16.48,0.2348,0.4169,23,0.76
82143,196,7.0,0.5255,0.3929,28,0.76
78242,200,7.14,0.445,0.49,28,0.76
34076,235,8.39,0.2426,0.2426,28,0.76
86500,1006,37.26,0.4195,0.0249,27,0.76
24109,470,16.79,0.4553,0.4553,28,0.76
25717,919,32.82,0.0979,0.6529,28,0.76
30734,2270,81.07,0.2388,0.0436,28,0.76
79150,165,7.5,0.0061,0.4303,22,0.76
19766,352,12.57,0.0341,0.3409,28,0.76
32669,648,23.14,0.392,0.1373,28,0.76
59109,437,15.61,0.0092,0.3776,28,0.76
29116,130,5.0,0.0308,0.4769,26,0.76
79948,397,13.69,0.267,0.3023,29,0.76
64149,290,10.36,0.4276,0.5862,28,0.76
39325,39,39.0,0.8462,0.3846,1,43.12
58143,270,10.8,0.3037,0.1259,25,0.76
70398,793,28.32,0.2699,0.3569,28,0.76
88971,180370,52.08,0.1326,0.1336,3463,1.74
21567,316,11.7,0.0601,0.6013,27,0.76
42637,574,21.26,0.0261,0.3955,27,0.76
24365,576,20.57,0.1337,0.3194,28,0.76
25719,177,6.81,0.0226,0.7966,26,0.76
29620,248,8.55,0.2379,0.5202,29,0.76
59519,7,7.0,1.0,0.7143,1,49.81
39417,876,31.29,0.1644,0.3767,28,0.76
24695,616,28.0,0.5081,0.0828,22,0.76
89262,32343,6.41,0.2357,0.0656,5049,1.74
58059,303,13.17,0.0,0.1386,23,0.72
83934,80,3.2,0.0,0.625,25,0.95
40008,216,8.31,0.2917,0.4583,26,0.76
73517,132,4.71,0.1818,0.2652,28,0.76
25115,170,6.07,0.0,0.3471,28,0.72
86938,149,5.73,0.0604,0.5436,26,0.76
45853,115,5.0,0.8174,0.2609,23,0.8
69863,234238,41.89,0.0735,0.0498,5592,1.74
50889,828,29.57,0.5338,0.0616,28,0.76
90495,1044,49.71,0.2883,0.1705,21,0.76
43396,13,0.72,0.0769,0.7692,18,2.46
60041,31,1.11,0.1935,0.5806,28,2.17
62572,32,16.0,0.0938,0.75,2,42.75
41580,39,1.95,0.5128,0.7692,20,1.44
20063,180,6.43,0.0056,0.1444,28,0.76
92882,18,18.0,0.0,0.9444,1,47.49
92170,132,4.71,0.0,0.5758,28,0.72
5370,29,29.0,0.0,1.0,1,46.28
92149,128,14.22,0.3281,0.7031,9,23.87
92249,4,0.44,0.0,0.75,9,38.12
36797,201,7.73,0.0,0.1244,26,0.72
25438,17,17.0,1.0,1.0,1,50.78
79121,109,3.89,0.3761,0.2385,28,0.87
33797,15,1.0,0.8667,0.5333,15,4.62
85883,25,1.25,0.08,0.88,20,2.17
92894,33,33.0,0.3333,0.1515,1,46.73
44002,20,1.67,0.15,0.65,12,36.04
73207,4,4.0,0.0,1.0,1,50.79
61392,36,2.12,0.3889,0.6944,17,1.62
3344,26,3.71,0.3846,0.4231,7,37.47
94111,1,1.0,0.0,1.0,1,54.16
80883,11,2.2,0.5455,1.0,5,47.36
48117,43,3.31,0.7907,0.2326,13,36.87
48047,7,7.0,0.0,0.8571,1,48.42
91721,8,2.67,0.0,1.0,3,48.62
93511,2,2.0,0.0,1.0,1,53.79
16614,5,0.38,0.0,0.4,13,36.54
92045,2,2.0,0.0,1.0,1,53.79
38117,2951,101.76,0.1593,0.1972,29,0.76
38536,606,21.64,0.269,0.5594,28,0.76
80195,2000,71.43,0.1545,0.2685,28,0.76
87793,1286,45.93,0.3538,0.1299,28,0.76
8001,312,10.4,0.4744,0.5833,30,0.76
12169,795,28.39,0.0855,0.5396,28,0.76
36024,2569,88.59,0.2036,0.1234,29,0.76
67125,133,6.33,0.0,0.4286,21,0.72
28851,374,11.0,0.1283,0.3289,34,1.14
39999,2555,88.1,0.218,0.1941,29,0.76
45717,411,14.17,0.4063,0.2068,29,0.76
64511,1327,47.39,0.257,0.2524,28,0.76
74735,2473,88.32,0.3146,0.3089,28,0.76
58329,629,22.46,0.0159,0.2337,28,0.76
72562,694,28.92,0.062,0.5605,24,0.76
81058,1918,68.5,0.4192,0.3337,28,0.76
19621,1663,59.39,0.0036,0.2946,28,0.76
51615,204,7.29,0.049,0.5686,28,0.76
7622,2753,98.32,0.0694,0.0973,28,0.76
13086,308,11.85,0.3182,0.4318,26,0.76
45128,1825,65.18,0.3216,0.1808,28,0.76
64010,1805,64.46,0.1163,0.2898,28,0.76
66965,3019,107.82,0.0782,0.0543,28,0.76
38069,889,30.66,0.4364,0.4196,29,0.76
39331,692,28.83,0.2673,0.6257,24,0.76
44744,712,25.43,0.2444,0.441,28,0.76
46464,224,8.0,0.1964,0.4196,28,0.76
46376,49,1.96,0.0,0.7755,25,1.4
87183,533,19.04,0.7486,0.3021,28,0.76
33838,888,31.71,0.0135,0.2286,28,0.76
39663,3245,115.89,0.0302,0.049,28,0.8
54534,737,26.32,0.0122,0.2415,28,0.76
55717,307,12.79,0.0456,0.3844,24,0.76
52847,1547,57.3,0.7744,0.2392,27,0.76
87156,658,22.69,0.0,0.1079,29,0.72
89433,1703,85.15,0.1427,0.108,20,0.76
20835,1483,52.96,0.3459,0.1902,28,0.76
44555,1090,38.93,0.5028,0.1358,28,0.76
50730,418,16.72,0.0837,0.0909,25,0.76
25462,491,17.54,0.8737,0.1507,28,0.76
54381,1309,46.75,0.2108,0.0871,28,0.76
69836,44,2.1,0.0,0.2955,21,1.58
7767,1124,40.14,0.0178,0.0552,28,0.76
53602,1274,45.5,0.0706,0.3776,28,0.76
19924,132,12.0,0.2197,0.2879,11,24.36
28421,281,10.04,0.2989,0.4128,28,0.76
37673,24,24.0,0.6667,0.375,1,47.13
