user_id,total_listens,daily_listen_rate,night_listen_ratio,artist_diversity,tenure_days,churn_risk_percent
88305,1,1.0,1.0,1.0,1,54.88
90342,1,1.0,0.0,1.0,1,54.16
27372,282,10.85,0.0,0.5993,26,0.72
38061,1165,41.61,0.2773,0.2249,28,0.76
46811,1188,42.43,0.1288,0.2929,28,0.76
68984,1216,41.93,0.5082,0.0987,29,0.76
75536,5804,200.14,0.3506,0.0822,29,0.8
56263,451,15.55,0.1153,0.3259,29,0.76
80651,1633,60.48,0.1488,0.3895,27,0.76
89200,134835,29.23,0.0816,0.0414,4613,1.74
90653,634,42.27,0.3991,0.1688,15,6.49
57336,148,6.43,0.1081,0.5405,23,0.76
74459,993,35.46,0.4763,0.2608,28,0.76
41198,841,29.0,0.4114,0.2913,29,0.76
43357,300,10.34,0.0033,0.1567,29,0.76
89301,1514,68.82,0.2556,0.0839,22,0.76
18732,3641,130.04,0.1167,0.3332,28,0.8
37443,2330,83.21,0.2888,0.1172,28,0.76
90050,618,32.53,0.0777,0.6392,19,0.76
38663,1569,56.04,0.0829,0.2008,28,0.76
84050,972,34.71,0.0648,0.144,28,0.76
80962,589,20.31,0.5874,0.5365,29,0.76
39421,1336,63.62,0.2522,0.2283,21,0.76
57637,2567,91.68,0.0596,0.044,28,0.76
34628,446,15.93,0.1076,0.0919,28,0.76
36043,1685,64.81,0.6083,0.5412,26,0.76
38350,40,2.0,0.025,0.375,20,1.44
39426,533,19.04,0.4559,0.152,28,0.76
63948,221,7.37,0.2896,0.5475,30,0.76
36706,1268,45.29,0.1972,0.1309,28,0.76
40582,757,27.04,0.1612,0.3012,28,0.76
43883,2501,89.32,0.477,0.2451,28,0.76
39112,1130,38.97,0.0044,0.2381,29,0.76
61172,1473,50.79,0.4745,0.1731,29,0.76
36178,193,7.72,0.3575,0.6736,25,0.76
50808,1674,57.72,0.5591,0.5568,29,0.76
37983,541,19.32,0.2477,0.4677,28,0.76
61333,830,30.74,0.1157,0.1253,27,0.76
48547,391,13.96,0.2174,0.2737,28,0.76
54782,378,14.0,0.6402,0.0582,27,0.76
84772,584,20.86,0.0377,0.5702,28,0.76
82021,1318,47.07,0.0425,0.0926,28,0.76
83397,521,21.71,0.0557,0.1823,24,0.76
84081,270,9.64,0.637,0.5222,28,0.76
88286,327,12.11,0.6483,0.1346,27,0.76
49253,358,14.32,0.0698,0.2263,25,0.76
52547,87,3.11,0.1264,0.6667,28,0.99
87222,323,11.54,0.1796,0.1455,28,0.76
82798,514,23.36,0.5156,0.5759,22,0.76
84823,753,28.96,0.5286,0.2483,26,0.76
32554,660,24.44,0.2985,0.0652,27,0.76
15381,27,1.93,0.0,0.6296,14,7.54
88781,44468,6.56,0.0093,0.0246,6782,1.74
88591,11102,2.12,0.4886,0.1915,5238,1.81
59633,285,15.0,0.2877,0.3825,19,0.76
30531,225,8.65,0.7289,0.2356,26,0.76
52272,114,4.56,0.4386,0.5614,25,0.8
184,454,16.21,0.0,0.6476,28,0.72
43103,60,2.61,0.0,0.1167,23,1.03
39808,470,16.79,0.0277,0.4234,28,0.76
29629,511,18.25,0.1566,0.1566,28,0.76
39778,288,10.29,0.0069,0.5208,28,0.76
45247,81,4.5,0.0,0.1852,18,0.83
25468,66,8.25,0.0,0.5303,8,34.98
36068,1657,59.18,0.0471,0.0404,28,0.76
30150,158,6.08,0.2848,0.2468,26,0.76
36881,19,4.75,0.0526,0.5789,4,42.2
82060,2109,78.11,0.0138,0.0308,27,0.76
63743,68,4.25,0.0,0.4118,16,7.44
20536,511,18.25,0.4677,0.3151,28,0.76
32803,129,4.61,0.093,0.2713,28,0.76
40867,287,11.04,0.1045,0.2125,26,0.76
89438,43688,42.79,0.449,0.0305,1021,1.74
19002,3786,130.55,0.1075,0.01,29,0.8
23049,85,7.08,0.8353,0.6588,12,31.7
44664,166,8.74,0.0964,0.3614,19,0.76
29601,33,1.74,0.2727,0.8182,19,1.67
91646,105,15.0,0.819,0.1619,7,26.45
81779,162,6.23,0.0988,0.1914,26,0.76
13374,741,30.88,0.2996,0.0729,24,0.76
51994,8,8.0,0.0,0.125,1,45.89
10810,16,1.45,0.0,0.625,11,36.25
92021,365,40.56,0.0356,0.074,9,25.01
1482,154,6.42,0.0195,0.3701,24,0.76
76694,71,2.54,0.0423,0.1268,28,0.99
26929,171,6.33,0.0,0.0585,27,0.72
8266,141,4.15,0.4965,0.2766,34,1.33
53321,25,1.25,0.0,0.68,20,2.15
88833,21,1.0,0.0952,0.2857,21,2.17
89114,99200,14.88,0.3051,0.0653,6665,1.74
19533,37,2.31,0.7027,0.1622,16,7.05
85250,1,1.0,0.0,1.0,1,54.16
19898,4,4.0,0.25,1.0,1,51.04
44622,175,6.25,0.5429,0.08,28,0.76
66674,8,8.0,0.0,1.0,1,50.28
71669,120,6.0,0.025,0.1083,20,0.76
72644,49,3.5,0.1837,0.551,14,8.58
47084,90,3.46,0.1444,0.2778,26,0.99
88069,1,1.0,1.0,1.0,1,54.88
43622,201,8.04,0.4328,0.1045,25,0.76
37237,22,22.0,0.3636,0.2273,1,44.81
20246,18,0.67,0.0556,0.3889,27,2.45
24457,129,5.38,0.2636,0.1163,24,0.76
89213,161,14.64,0.0,0.0745,11,29.35
6469,15,2.14,1.0,0.2,7,37.23
48043,59,2.19,0.4746,0.1525,27,1.07
94047,1,1.0,0.0,1.0,1,54.16
44103,3,3.0,0.0,1.0,1,50.02
1045,3,0.38,1.0,1.0,8,38.04
61620,2,2.0,0.0,1.0,1,53.79
26930,5,5.0,0.0,0.2,1,44.86
7885,1,1.0,0.0,1.0,1,54.16
7827,1615,57.68,0.0842,0.2551,28,0.76
43170,1599,57.11,0.3721,0.212,28,0.76
23644,1186,40.9,0.4089,0.2681,29,0.76
43252,263,9.39,0.1445,0.4753,28,0.76
43963,268,10.31,0.0,0.5336,26,0.72
23063,1873,64.59,0.3166,0.5366,29,0.76
40459,750,26.79,0.36,0.48,28,0.76
59555,1884,67.29,0.1008,0.2219,28,0.76
92010,1537,1.61,0.1783,0.1581,955,1.77
28871,1516,54.14,0.3628,0.2533,28,0.76
19340,626,25.04,0.4792,0.5543,25,0.76
38287,1233,44.04,0.1557,0.0511,28,0.76
44946,1323,47.25,0.1036,0.1708,28,0.76
58293,434,16.69,0.4217,0.447,26,0.76
60852,1209,43.18,0.3912,0.4615,28,0.76
57521,2937,104.89,0.0497,0.2101,28,0.76
28430,196,7.0,0.1633,0.3316,28,0.76
52822,152,25.33,0.125,0.9474,6,23.13
8355,109,4.95,0.1284,0.3211,22,0.8
30268,166,5.72,0.4578,0.5843,29,0.76
87121,538,19.21,0.0651,0.4126,28,0.76
39058,649,29.5,0.0154,0.2203,22,0.76
39304,696,24.0,0.1034,0.2989,29,0.76
40380,249,9.58,0.0522,0.1727,26,0.76
12208,187,23.38,0.4278,0.5187,8,23.87
12647,2989,106.75,0.4323,0.3643,28,0.76
39551,1286,44.34,0.5801,0.1571,29,0.76
21419,827,29.54,0.2515,0.468,28,0.76
32650,313,11.59,0.4313,0.4185,27,0.76
17268,1187,42.39,0.4693,0.1112,28,0.76
46976,1527,54.54,0.1866,0.2482,28,0.76
67420,459,19.96,0.1394,0.1983,23,0.76
35486,437,15.07,0.476,0.2975,29,0.76
68639,1061,24.11,0.0471,0.1056,44,1.36
81693,1263,45.11,0.5067,0.2407,28,0.76
81131,619,22.11,0.1002,0.3635,28,0.76
87541,553,20.48,0.3002,0.1627,27,0.76
87790,557,20.63,0.3645,0.6445,27,0.76
84578,400,14.81,0.4475,0.0425,27,0.76
79907,1641,58.61,0.1938,0.1889,28,0.76
65510,100,6.25,0.67,0.75,16,6.99
80403,889,31.75,0.3577,0.342,28,0.76
69259,538,19.21,0.513,0.0967,28,0.76
53301,1064,39.41,0.532,0.109,27,0.76
55797,327,12.11,0.7615,0.3976,27,0.76
64847,39,2.79,0.0,0.5385,14,8.66
42984,1760,62.86,0.2426,0.1267,28,0.76
55635,252,9.0,0.3532,0.6508,28,0.76
62544,351,12.1,0.3675,0.1339,29,0.76
27709,473,17.52,0.1924,0.3362,27,0.76
7645,950,32.76,0.0568,0.1453,29,0.76
2685,99,3.96,0.1313,0.6465,25,0.87
34650,440,15.71,0.1909,0.1364,28,0.76
43854,3979,142.11,0.186,0.0829,28,0.8
33102,65,2.5,0.0154,0.8308,26,1.07
84697,2398,85.64,0.2465,0.0425,28,0.76
73813,14,3.5,0.0,0.8571,4,43.14
78125,130,4.64,0.6692,0.4615,28,0.76
87447,97,6.06,0.6907,0.2268,16,6.55
41635,151,6.04,0.4305,0.1192,25,0.76
8389,305,13.86,0.5967,0.1607,22,0.76
80885,228,8.44,0.1228,0.0965,27,0.76
35269,386,13.79,0.0052,0.1503,28,0.76
85730,152,5.85,0.0,0.1711,26,0.72
89001,5,0.0,0.6,1.0,5769,29.76
44953,608,21.71,0.0378,0.2796,28,0.76
45125,417,16.68,0.0264,0.1439,25,0.76
36432,496,18.37,0.7016,0.2238,27,0.76
87879,134,5.15,0.4776,0.3209,26,0.76
67797,199,7.11,0.5427,0.3769,28,0.76
13483,38,2.53,0.0,0.5526,15,7.23
29630,368,13.14,0.1087,0.1549,28,0.76
61780,183,7.32,0.6066,0.6503,25,0.76
61417,349,18.37,0.0516,0.4957,19,0.76
86870,293,10.46,0.3038,0.4027,28,0.76
29823,394,14.59,0.0,0.5761,27,0.72
58190,552,22.08,0.3152,0.1667,25,0.76
5034,3,3.0,0.3333,0.6667,1,47.95
45244,103,5.15,0.3786,0.6699,20,0.8
40941,28,0.55,0.1429,0.75,51,24.1
41303,371,13.25,0.1402,0.1321,28,0.76
84910,196,7.26,0.4796,0.7347,27,0.76
91110,2432,25.6,0.2093,0.0781,95,1.36
29279,50,4.55,0.0,0.44,11,36.51
44757,12,0.71,1.0,0.9167,17,2.46
62712,54,3.18,0.7222,0.4444,17,1.07
81527,274,10.96,0.5657,0.3978,25,0.76
41429,47,2.24,0.3191,0.4894,21,1.62
21617,49,49.0,0.6531,0.3469,1,36.9
77537,46,1.77,0.6957,0.6304,26,1.44
92855,166,27.67,0.2108,0.3373,6,24.27
423,19,6.33,0.0,0.3684,3,43.69
55222,15,0.88,0.2667,0.8667,17,2.46
48960,150,5.36,0.0133,0.5067,28,0.76
44005,196,7.54,0.1684,0.2755,26,0.76
90784,5,5.0,0.0,0.4,1,50.15
93827,30,30.0,0.1333,0.7333,1,46.94
26650,931,33.25,0.1697,0.3781,28,0.76
76301,1481,52.89,0.397,0.1783,28,0.76
34310,945,33.75,0.5312,0.0942,28,0.76
79637,97,3.88,0.6289,0.2474,25,0.87
85728,25,3.57,0.0,0.76,7,39.97
90351,1,1.0,1.0,1.0,1,54.88
88806,498,20.75,0.2028,0.0482,24,0.76
93961,6,6.0,0.0,0.8333,1,50.01
93971,15,15.0,0.0,0.2667,1,45.11
89641,44,0.59,0.3636,0.2727,75,13.21
90635,18,1.2,0.6667,0.6111,15,4.84
84108,12,0.55,0.0,0.3333,22,2.43
70820,9,0.9,0.4444,0.8889,10,35.58
19394,10,10.0,0.0,0.2,1,45.59
92938,2,2.0,1.0,1.0,1,54.71
93303,8,8.0,0.25,0.375,1,47.38
91832,2,2.0,0.0,0.5,1,51.7
90975,1,1.0,0.0,1.0,1,54.16
92458,3,3.0,1.0,1.0,1,52.39
86165,5,5.0,0.0,1.0,1,51.46
18858,2,2.0,0.0,0.5,1,51.7
46465,3,3.0,0.0,0.3333,1,46.48
61253,4,0.8,0.0,0.5,5,47.35
93619,4,4.0,0.0,0.25,1,45.98
11353,1824,65.14,0.545,0.3876,28,0.76
31244,44163,60.09,0.2355,0.0176,735,1.74
85628,558,19.93,0.4839,0.3602,28,0.76
90103,541,30.06,0.3678,0.366,18,0.76
38079,901,32.18,0.03,0.3019,28,0.76
78131,873,34.92,0.3505,0.2658,25,0.76
20815,619,21.34,0.1438,0.4459,29,0.76
33417,276,11.04,0.0797,0.1812,25,0.76
71036,781,26.93,0.1729,0.4213,29,0.76
81129,421,15.04,0.4751,0.5083,28,0.76
33997,360,13.85,0.0139,0.5194,26,0.76
60102,573,20.46,0.2356,0.4572,28,0.76
73421,839,29.96,0.2563,0.0954,28,0.76
24993,494,17.64,0.0486,0.2368,28,0.76
37047,399,14.78,0.0,0.2281,27,0.72
37854,1020,36.43,0.1627,0.4382,28,0.76
40202,2319,79.97,0.2859,0.3277,29,0.76
42070,6509,232.46,0.2563,0.0896,28,0.8
44822,709,26.26,0.3286,0.2496,27,0.76
44964,1430,52.96,0.4217,0.2517,27,0.76
45316,4702,162.14,0.335,0.1761,29,0.8
87230,316,10.53,0.269,0.6835,30,0.76
4457,2779,95.83,0.3365,0.2202,29,0.76
65317,116,4.64,0.0086,0.3966,25,0.8
91664,80,8.0,0.825,0.4375,10,31.23
32293,1214,43.36,0.1376,0.4086,28,0.76
52149,932,32.14,0.0794,0.1052,29,0.76
74662,3914,150.54,0.409,0.0743,26,0.8
2967,702,26.0,0.2578,0.114,27,0.76
52117,79,2.82,0.3797,0.6582,28,0.99
79864,54,2.0,0.537,0.7222,27,1.07
31148,585,20.89,0.2513,0.5282,28,0.76
4802,229,8.18,0.4803,0.7249,28,0.76
25932,495,17.68,0.2364,0.2707,28,0.76
68297,559,26.62,0.1556,0.2719,21,0.76
31623,1021,36.46,0.3487,0.2791,28,0.76
23007,324,11.57,0.4784,0.3549,28,0.76
37283,1204,43.0,0.0224,0.6669,28,0.76
73040,200,7.69,0.115,0.16,26,0.76
57990,756,27.0,0.041,0.3505,28,0.76
77389,1037,37.04,0.2363,0.2604,28,0.76
82630,976,34.86,0.0092,0.1711,28,0.76
82687,310,11.07,0.5258,0.4839,28,0.76
84136,515,18.39,0.499,0.1922,28,0.76
87886,137,4.89,0.5182,0.6058,28,0.76
80783,560,0.09,0.025,0.2875,5992,7.65
70768,247,20.58,0.0202,0.1538,12,27.44
32471,358,12.79,0.2821,0.3687,28,0.76
46104,589,20.31,0.0153,0.3871,29,0.76
70469,143,5.5,0.3147,0.6993,26,0.76
54613,412,31.69,0.034,0.0898,13,25.6
87588,13,4.33,0.6923,0.7692,3,43.37
78202,807,31.04,0.0892,0.2032,26,0.76
2121,379,13.54,0.0158,0.3298,28,0.76
38974,384,13.71,0.0,0.1615,28,0.72
64365,217,7.75,0.0507,0.5668,28,0.76
76538,18,18.0,0.0,0.9444,1,47.49
80368,429,15.32,0.0699,0.4639,28,0.76
6921,193,6.89,0.4663,0.4352,28,0.76
32969,327,5.36,0.211,0.1529,61,1.36
78142,256,9.14,0.1445,0.4414,28,0.76
82962,32,1.52,0.625,0.9688,21,1.67
40886,923,32.96,0.0531,0.1993,28,0.76
24955,367,13.11,0.1826,0.5967,28,0.76
80901,317,11.32,0.1798,0.0883,28,0.76
32245,203,7.25,0.3941,0.1429,28,0.76
69032,413,14.75,0.0,0.23,28,0.72
37273,387,13.82,0.7364,0.4109,28,0.76
86498,208,8.0,0.0,0.3654,26,0.72
30727,576,20.57,0.026,0.0764,28,0.76
46378,226,8.07,0.4292,0.2389,28,0.76
40022,487,22.14,0.6674,0.0965,22,0.76
13994,99,4.95,0.4646,0.0505,20,0.8
61991,53,2.94,0.0,0.6604,18,1.03
40750,381,13.61,0.0,0.0472,28,0.72
64000,402,14.36,0.0174,0.2935,28,0.76
54911,260,12.38,0.0577,0.2846,21,0.76
55958,285,8.91,0.2175,0.3895,32,0.76
43701,296,10.96,0.5068,0.0507,27,0.76
51166,201,7.44,0.1891,0.2786,27,0.76
57284,390,15.6,0.4051,0.4821,25,0.76
27498,233,8.96,0.8283,0.618,26,0.76
21643,424,15.7,0.0189,0.0731,27,0.76
31251,225,8.04,0.0,0.2222,28,0.72
75889,62,5.64,0.4839,0.7581,11,31.02
44659,252,11.45,0.2063,0.119,22,0.76
82762,907,34.88,0.3671,0.4796,26,0.76
73973,270,10.8,0.0481,0.2074,25,0.76
90014,66009,16.8,0.106,0.2447,3928,1.74
92137,413,45.89,0.1985,0.5738,9,23.59
7947,156,5.38,0.0,0.6346,29,0.72
90403,5,5.0,0.4,1.0,1,51.71
61323,9,9.0,1.0,0.5556,1,50.49
29563,667,23.82,0.0105,0.1844,28,0.76
75663,49,1.81,0.0,0.7551,27,1.4
57184,279,9.96,0.0,0.1326,28,0.72
63530,198,11.0,0.5,0.2172,18,0.76
65649,31,1.48,0.4194,0.6452,21,2.17
91070,11,11.0,1.0,0.5455,1,50.49
39954,33,33.0,0.0,0.4848,1,47.7
46079,321,14.59,0.0156,0.1495,22,0.76
89109,59,4.21,0.2203,0.661,14,7.42
84900,635,35.28,0.3606,0.1039,18,0.76
20178,727,26.93,0.425,0.1018,27,0.76
93063,3561,8.26,0.1092,0.0578,431,1.4
89321,288,13.71,0.4375,0.1076,21,0.76
94341,4738,6.57,0.0163,0.3162,721,1.4
72889,185,7.4,0.0919,0.2865,25,0.76
92738,122,122.0,0.4426,0.3525,1,29.03
58836,302,10.79,0.6358,0.2815,28,0.76
57811,151,7.19,0.6954,0.6358,21,0.76
80288,340,13.08,0.0147,0.0882,26,0.76
81357,104,4.73,0.6058,0.0673,22,0.8
93155,16,16.0,0.75,0.5625,1,46.78
62840,177,6.81,0.0,0.209,26,0.72
41772,13,4.33,0.0,0.5385,3,44.55
90424,14,0.17,0.1429,0.5,81,21.04
42691,5,5.0,1.0,1.0,1,53.66
46026,33,3.0,0.0,0.2424,11,39.18
93661,2,2.0,1.0,1.0,1,54.71
89890,42,42.0,1.0,0.0714,1,45.81
24178,1,1.0,0.0,1.0,1,54.16
48970,5,0.17,0.6,1.0,29,8.16
69444,4,0.33,0.0,0.75,12,36.5
32121,24,2.67,0.0,0.5833,9,38.2
9891,5,0.63,0.8,0.4,8,36.09
94014,1,1.0,0.0,1.0,1,54.16
87575,1,1.0,0.0,1.0,1,54.16
85072,5,5.0,1.0,0.2,1,47.71
89462,2,2.0,1.0,1.0,1,54.71
91170,1,1.0,0.0,1.0,1,54.16
28559,2,2.0,0.0,0.5,1,51.7
94319,2,2.0,0.0,0.5,1,51.7
5128,648,23.14,0.0185,0.4475,28,0.76
7041,1951,69.68,0.5505,0.5905,28,0.76
29246,570,25.91,0.2895,0.5263,22,0.76
36506,1821,65.04,0.4838,0.1631,28,0.76
81274,1283,47.52,0.3679,0.099,27,0.76
86960,460,17.69,0.1652,0.4261,26,0.76
89986,122821,40.12,0.0597,0.0686,3061,1.74
28822,3870,133.45,0.0827,0.0625,29,0.8
37200,3188,113.86,0.4322,0.2168,28,0.8
37644,324,11.57,0.5401,0.3951,28,0.76
53013,1236,42.62,0.229,0.2783,29,0.76
56747,2111,72.79,0.3676,0.2051,29,0.76
73556,1090,37.59,0.4954,0.1468,29,0.76
74007,738,26.36,0.4173,0.4499,28,0.76
11632,1881,78.38,0.4226,0.0255,24,0.76
30792,927,34.33,0.4671,0.507,27,0.76
38627,922,34.15,0.0694,0.2397,27,0.76
59812,278,11.58,0.1007,0.2554,24,0.76
61274,1308,46.71,0.5849,0.3869,28,0.76
2282,626,22.36,0.0016,0.6837,28,0.76
56488,44,1.57,0.4091,0.9318,28,1.44
86188,4129,142.38,0.3592,0.317,29,0.8
91508,95,10.56,0.3474,0.2842,9,26.35
61394,731,26.11,0.5253,0.2969,28,0.76
66325,1046,37.36,0.0306,0.1233,28,0.76
86330,2737,101.37,0.8473,0.3069,27,0.76
36563,1271,45.39,0.107,0.181,28,0.76
80463,640,22.86,0.4906,0.1422,28,0.76
18222,942,33.64,0.4671,0.5722,28,0.76
42267,1665,59.46,0.2282,0.1604,28,0.76
20449,2600,0.53,0.0519,0.4381,4871,7.44
37578,744,26.57,0.1425,0.1909,28,0.76
38361,622,21.45,0.0498,0.246,29,0.76
41563,82,2.93,0.1098,0.4512,28,0.99
54024,707,25.25,0.4187,0.2207,28,0.76
42399,1933,69.04,0.2266,0.2556,28,0.76
37426,927,33.11,0.4854,0.1553,28,0.76
44666,889,37.04,0.0157,0.3577,24,0.76
597,772,27.57,0.0855,0.2163,28,0.76
44315,172,6.37,0.6105,0.2326,27,0.76
9998,1579,56.39,0.0,0.1609,28,0.72
23945,252,9.69,0.0,0.381,26,0.72
69083,719,25.68,0.3129,0.5716,28,0.76
41687,295,10.54,0.5254,0.2746,28,0.76
45344,385,14.26,0.0078,0.2468,27,0.76
74720,675,23.28,0.1215,0.1052,29,0.76
85350,285,10.18,0.1018,0.5088,28,0.76
76504,1764,63.0,0.3566,0.2613,28,0.76
68437,938,37.52,0.0405,0.4552,25,0.76
4949,2077,74.18,0.1011,0.1218,28,0.76
36308,313,11.59,0.4824,0.2332,27,0.76
7194,1034,36.93,0.7302,0.088,28,0.76
48852,939,39.13,0.3472,0.098,24,0.76
35513,980,36.3,0.0102,0.1918,27,0.76
73159,1132,40.43,0.3966,0.1087,28,0.76
21658,164,5.86,0.3415,0.2744,28,0.76
24711,878,30.28,0.7267,0.6879,29,0.76
58545,139,7.32,0.0576,0.5971,19,0.76
63146,931,34.48,0.6359,0.1611,27,0.76
47459,57,2.19,0.386,0.4386,26,1.07
28734,1802,64.36,0.4867,0.0377,28,0.76
37487,34,1.42,0.0,0.8529,24,2.15
2814,893,31.89,0.4479,0.2296,28,0.76
49768,558,19.93,0.0341,0.0806,28,0.76
74588,1451,50.03,0.009,0.0669,29,0.76
65326,303,11.65,0.3135,0.5941,26,0.76
67888,3,0.5,0.3333,1.0,6,50.4
2752,780,27.86,0.2038,0.3513,28,0.76
64876,494,17.64,0.2348,0.5607,28,0.76
85364,408,14.07,0.1078,0.473,29,0.76
46908,110,4.07,0.0,0.7364,27,0.83
10718,95,4.13,0.0,0.9263,23,0.83
69042,1580,56.43,0.0013,0.1323,28,0.76
49379,85,3.86,0.2824,0.4588,22,0.95
42650,45,1.96,0.8222,0.7556,23,1.44
17393,383,16.65,0.6501,0.4439,23,0.76
40496,6,6.0,0.0,0.6667,1,49.5
3084,48,2.4,0.2292,0.2292,20,1.62
80483,320,14.55,0.1219,0.3031,22,0.76
44984,128,5.57,0.0,0.1953,23,0.72
81898,246,8.79,0.0447,0.1911,28,0.76
37263,503,17.96,0.6342,0.2406,28,0.76
62553,881,31.46,0.2191,0.076,28,0.76
90434,338,21.13,0.7574,0.4438,16,6.75
89923,137400,17.93,0.2913,0.0226,7661,1.74
41312,426,15.21,0.4812,0.2746,28,0.76
24891,37,1.54,0.0,0.1892,24,1.4
92922,107,10.7,0.0935,0.2617,10,26.17
93396,322,107.33,0.7422,0.1242,3,25.56
83027,204,11.33,0.0245,0.4265,18,0.76
42711,98,4.08,0.0,0.3469,24,0.83
90943,253,12.05,0.0,0.2964,21,0.72
45462,89,6.85,0.5843,0.6629,13,31.02
90012,233,21.18,0.515,0.2618,11,23.31
66175,29,3.63,0.2759,0.3793,8,38.02
49073,367,13.11,0.5749,0.1199,28,0.76
93030,22,7.33,0.0455,0.8182,3,42.6
21268,87,17.4,1.0,0.1839,5,32.76
49894,42,42.0,0.5476,0.1429,1,42.13
83468,406,203.0,0.4951,0.4507,2,28.76
33216,9,9.0,0.0,0.8889,1,48.78
93869,100,50.0,0.12,0.11,2,27.38
91364,56,1.87,0.3571,0.2679,30,1.19
80338,213,7.61,0.0,0.6761,28,0.72
75021,52,2.6,0.0192,0.8269,20,1.07
90772,70,8.75,0.2571,0.5714,8,32.15
36844,7,0.32,0.8571,0.8571,22,2.46
2231,207,7.14,0.0,0.1014,29,0.72
36648,38,19.0,1.0,0.0263,2,46.06
85625,46,9.2,0.2609,0.6087,5,37.38
61377,7,7.0,0.0,1.0,1,50.28
43406,571,19.69,0.0893,0.035,29,0.76
46935,81,3.52,0.3704,0.679,23,0.95
36650,39,2.6,0.0,0.3846,15,7.23
31557,279,9.62,0.4158,0.2079,29,0.76
89579,96,32.0,0.4167,0.4167,3,26.18
32646,51,2.68,0.1176,0.0784,19,1.07
80562,401,14.32,0.0,0.0873,28,0.72
36642,5,5.0,0.0,0.8,1,49.61
27578,88,4.0,0.0795,0.0909,22,0.95
5773,27,2.25,0.0,0.1111,12,36.87
35343,64,2.78,0.6406,0.25,23,1.07
50034,1,1.0,1.0,1.0,1,54.88
64396,2,2.0,0.0,0.5,1,51.7
28356,10,0.43,0.4,0.2,23,2.45
13955,2561,94.85,0.5779,0.1093,27,0.76
34138,2812,100.43,0.2749,0.4033,28,0.76
63508,446,18.58,0.6368,0.3296,24,0.76
45148,1003,35.82,0.4965,0.1924,28,0.76
62597,829,29.61,0.0844,0.1363,28,0.76
64422,594,22.85,0.5842,0.4343,26,0.76
69996,1271,43.83,0.0362,0.3336,29,0.76
81426,655,25.19,0.1649,0.2672,26,0.76
52,473,24.89,0.0063,0.3214,19,0.76
16516,464,17.19,0.0797,0.1983,27,0.76
38878,3117,111.32,0.0071,0.2961,28,0.76
87314,4483,0.83,0.3384,0.1066,5401,9.7
73284,1849,63.76,0.424,0.1471,29,0.76
44212,740,26.43,0.2608,0.1122,28,0.76
91825,322,29.27,0.6242,0.6273,11,23.39
7313,1492,51.45,0.2688,0.0583,29,0.76
45356,1400,50.0,0.2557,0.2279,28,0.76
70782,130,5.2,0.2538,0.6385,25,0.76
89073,132389,17.28,0.0738,0.0955,7661,1.74
89838,53400,47.72,0.471,0.02,1119,1.74
32309,1110,39.64,0.3685,0.1009,28,0.76
34929,3021,107.89,0.0963,0.1427,28,0.76
82990,3321,114.52,0.5357,0.0967,29,0.8
39190,996,34.34,0.1215,0.5643,29,0.76
83985,399,15.35,0.0526,0.1178,26,0.76
87894,38216,39.93,0.1869,0.1259,957,1.74
43129,625,24.04,0.1744,0.1776,26,0.76
23108,527,19.52,0.5541,0.3302,27,0.76
33649,1635,58.39,0.0373,0.3884,28,0.76
72085,489,20.38,0.0982,0.3047,24,0.76
1696,1074,38.36,0.0233,0.3343,28,0.76
40109,1067,38.11,0.2118,0.0497,28,0.76
40994,1178,42.07,0.0679,0.298,28,0.76
38159,694,23.93,0.1398,0.1167,29,0.76
50372,232,8.59,0.069,0.2112,27,0.76
69503,929,33.18,0.2013,0.3122,28,0.76
24719,192,7.38,0.6406,0.526,26,0.76
38952,2912,104.0,0.1573,0.1054,28,0.76
78241,455,45.5,0.156,0.2681,10,23.58
88449,16094,24.53,0.392,0.1035,656,1.74
80326,899,32.11,0.0356,0.0745,28,0.76
86462,773,27.61,0.4683,0.1061,28,0.76
88129,41830,16.53,0.1496,0.0921,2531,1.74
77316,21,10.5,0.7619,0.9048,2,44.08
54306,122,10.17,0.4426,0.5656,12,24.18
84096,1075,38.39,0.0,0.0614,28,0.72
31543,164,6.07,0.2805,0.1402,27,0.76
30105,423,15.67,0.1442,0.1182,27,0.76
55771,296,11.84,0.2061,0.2973,25,0.76
5934,1215,48.6,0.3152,0.1802,25,0.76
57648,696,24.86,0.6264,0.2069,28,0.76
18945,123,4.39,0.0,0.4959,28,0.72
86536,857,32.96,0.4586,0.1027,26,0.76
37007,1016,36.29,0.1654,0.2067,28,0.76
43151,565,21.73,0.0,0.3929,26,0.72
45014,1549,55.32,0.1691,0.1627,28,0.76
51328,496,17.71,0.5988,0.504,28,0.76
52172,1092,39.0,0.13,0.4634,28,0.76
80767,1058,37.79,0.4045,0.087,28,0.76
69131,3,3.0,1.0,1.0,1,52.39
3929,677,24.18,0.0103,0.1211,28,0.76
19363,1152,39.72,0.1276,0.1146,29,0.76
34592,8748,312.43,0.3146,0.0219,28,0.8
38763,262,0.68,0.145,0.4542,383,7.11
51488,1910,70.74,0.0183,0.0225,27,0.76
38921,1216,43.43,0.3035,0.0691,28,0.76
16925,210,7.78,0.0,0.4571,27,0.72
81066,1015,35.0,0.8808,0.2916,29,0.76
37762,944,33.71,0.036,0.2267,28,0.76
88740,408,16.32,0.0833,0.4216,25,0.76
16044,474,11.56,0.0443,0.2848,41,1.25
